timestamp,weekday,hour,direction,line
2026-06-10T17:09:00+02:00,Mi,17,Meidling,REX3
2026-06-10T18:00:00+02:00,Mi,18,Praterstern,REX1
2026-06-10T21:09:00+02:00,Mi,21,Meidling,S1
2026-06-11T07:17:00+02:00,Do,07,Meidling,S1
2026-06-11T07:42:00+02:00,Do,07,Praterstern,S1
2026-06-11T10:42:00+02:00,Do,10,Meidling,S2
2026-06-11T11:50:00+02:00,Do,11,Meidling,S3
2026-06-11T11:45:00+02:00,Do,11,Praterstern,S2
2026-06-11T11:57:00+02:00,Do,11,Praterstern,S4
2026-06-11T12:09:00+02:00,Do,12,Praterstern,S3
2026-06-11T12:30:00+02:00,Do,12,Praterstern,REX1
2026-06-11T13:29:00+02:00,Do,13,Meidling,REX1
2026-06-11T13:09:00+02:00,Do,13,Praterstern,S3
2026-06-11T14:30:00+02:00,Do,14,Praterstern,REX1
2026-06-11T14:39:00+02:00,Do,14,Meidling,REX3
2026-06-11T18:20:00+02:00,Do,18,Meidling,S4
2026-06-11T18:39:00+02:00,Do,18,Praterstern,S3
2026-06-11T22:33:00+02:00,Do,22,Praterstern,S1
2026-06-12T06:17:00+02:00,Fr,06,Meidling,S1
2026-06-12T06:03:00+02:00,Fr,06,Praterstern,REX1
2026-06-12T06:42:00+02:00,Fr,06,Praterstern,S1
2026-06-12T07:17:00+02:00,Fr,07,Meidling,S1
2026-06-12T07:42:00+02:00,Fr,07,Praterstern,S1
2026-06-12T08:30:00+02:00,Fr,08,Praterstern,S1
2026-06-12T08:50:00+02:00,Fr,08,Meidling,S3
2026-06-12T08:42:00+02:00,Fr,08,Praterstern,S1
2026-06-12T09:17:00+02:00,Fr,09,Meidling,S1
2026-06-12T09:09:00+02:00,Fr,09,Praterstern,S3
2026-06-12T09:15:00+02:00,Fr,09,Praterstern,S2
2026-06-12T10:12:00+02:00,Fr,10,Praterstern,S1
2026-06-12T12:47:00+02:00,Fr,12,Meidling,S1
2026-06-12T12:39:00+02:00,Fr,12,Praterstern,S3
2026-06-12T13:42:00+02:00,Fr,13,Meidling,S2
2026-06-12T13:42:00+02:00,Fr,13,Praterstern,S1
2026-06-12T14:09:00+02:00,Fr,14,Meidling,REX3
2026-06-12T14:20:00+02:00,Fr,14,Meidling,S3
2026-06-12T14:39:00+02:00,Fr,14,Praterstern,S3
2026-06-12T15:09:00+02:00,Fr,15,Meidling,REX3
2026-06-12T15:09:00+02:00,Fr,15,Praterstern,R3
2026-06-12T16:02:00+02:00,Fr,16,Meidling,S3
2026-06-12T17:20:00+02:00,Fr,17,Meidling,S3
2026-06-12T17:39:00+02:00,Fr,17,Praterstern,S3
2026-06-12T18:09:00+02:00,Fr,18,Meidling,REX3
2026-06-12T19:50:00+02:00,Fr,19,Meidling,S3
2026-06-12T20:09:00+02:00,Fr,20,Praterstern,S1
2026-06-13T09:59:00+02:00,Sa,09,Meidling,REX1
2026-06-13T12:00:00+02:00,Sa,12,Praterstern,REX1
2026-06-13T19:33:00+02:00,Sa,19,Praterstern,REX92
2026-06-13T22:09:00+02:00,Sa,22,Meidling,S1
2026-06-13T22:33:00+02:00,Sa,22,Praterstern,S1
2026-06-13T23:20:00+02:00,Sa,23,Praterstern,S1
2026-06-14T10:17:00+02:00,So,10,Meidling,S1
2026-06-14T11:03:00+02:00,So,11,Praterstern,CJX9
2026-06-14T14:59:00+02:00,So,14,Meidling,REX1
2026-06-14T15:02:00+02:00,So,15,Meidling,S3
2026-06-14T15:39:00+02:00,So,15,Meidling,REX3
2026-06-14T15:50:00+02:00,So,15,Praterstern,REX3
2026-06-14T17:00:00+02:00,So,17,Praterstern,REX1
2026-06-14T17:57:00+02:00,So,17,Praterstern,S4
2026-06-14T22:42:00+02:00,So,22,Meidling,S2
2026-06-14T23:45:00+02:00,So,23,Praterstern,S2
2026-06-15T04:29:00+02:00,Mo,04,Meidling,REX1
2026-06-15T04:50:00+02:00,Mo,04,Meidling,S1
2026-06-15T05:15:00+02:00,Mo,05,Praterstern,S1
2026-06-15T08:12:00+02:00,Mo,08,Meidling,S2
2026-06-15T08:12:00+02:00,Mo,08,Praterstern,S1
2026-06-15T08:42:00+02:00,Mo,08,Meidling,S2
2026-06-15T09:15:00+02:00,Mo,09,Praterstern,S2
2026-06-15T09:45:00+02:00,Mo,09,Praterstern,S2
2026-06-15T10:47:00+02:00,Mo,10,Meidling,S1
2026-06-15T11:42:00+02:00,Mo,11,Praterstern,S1
2026-06-15T16:20:00+02:00,Mo,16,Meidling,S3
2026-06-15T16:39:00+02:00,Mo,16,Praterstern,S3
2026-06-15T19:02:00+02:00,Mo,19,Meidling,S3
2026-06-15T19:12:00+02:00,Mo,19,Meidling,S2
2026-06-15T19:03:00+02:00,Mo,19,Praterstern,CJX9
2026-06-15T19:53:00+02:00,Mo,19,Meidling,CJX9
2026-06-15T19:45:00+02:00,Mo,19,Praterstern,S2
2026-06-15T19:57:00+02:00,Mo,19,Praterstern,S4
2026-06-15T20:15:00+02:00,Mo,20,Praterstern,S2
2026-06-15T21:09:00+02:00,Mo,21,Meidling,S1
2026-06-15T21:57:00+02:00,Mo,21,Praterstern,S4
2026-06-15T22:09:00+02:00,Mo,22,Meidling,S1
2026-06-15T23:20:00+02:00,Mo,23,Praterstern,S1
2026-06-15T23:47:00+02:00,Mo,23,Meidling,S1
2026-06-16T09:12:00+02:00,Di,09,Praterstern,S1
2026-06-16T16:30:00+02:00,Di,16,Praterstern,REX1
2026-06-16T19:20:00+02:00,Di,19,Meidling,S3
2026-06-16T19:39:00+02:00,Di,19,Praterstern,S1
2026-06-17T00:34:00+02:00,Mi,00,Meidling,S1
2026-06-17T00:47:00+02:00,Mi,00,Meidling,S1
2026-06-17T01:09:00+02:00,Mi,01,Praterstern,S1
2026-06-17T05:32:00+02:00,Mi,05,Meidling,S3
2026-06-17T06:27:00+02:00,Mi,06,Praterstern,S3
2026-06-17T08:09:00+02:00,Mi,08,Praterstern,S3
2026-06-17T08:12:00+02:00,Mi,08,Praterstern,S1
2026-06-17T08:50:00+02:00,Mi,08,Meidling,S3
2026-06-17T09:09:00+02:00,Mi,09,Praterstern,S3
2026-06-17T10:20:00+02:00,Mi,10,Meidling,S3
2026-06-17T11:09:00+02:00,Mi,11,Praterstern,S3
2026-06-17T11:39:00+02:00,Mi,11,Meidling,REX3
2026-06-17T12:39:00+02:00,Mi,12,Meidling,REX3
2026-06-17T12:50:00+02:00,Mi,12,Praterstern,REX3
2026-06-17T16:09:00+02:00,Mi,16,Praterstern,R3
2026-06-17T16:42:00+02:00,Mi,16,Meidling,S2
2026-06-17T16:50:00+02:00,Mi,16,Meidling,S3
2026-06-17T17:09:00+02:00,Mi,17,Praterstern,R3
2026-06-18T05:39:00+02:00,Do,05,Meidling,REX3
2026-06-18T06:20:00+02:00,Do,06,Meidling,S3
2026-06-18T06:27:00+02:00,Do,06,Praterstern,S3
2026-06-18T06:57:00+02:00,Do,06,Praterstern,S3
2026-06-18T07:20:00+02:00,Do,07,Meidling,S3
2026-06-18T07:20:00+02:00,Do,07,Praterstern,REX3
2026-06-18T07:32:00+02:00,Do,07,Meidling,S4
2026-06-18T07:47:00+02:00,Do,07,Meidling,S1
2026-06-18T07:57:00+02:00,Do,07,Praterstern,S4
2026-06-18T08:12:00+02:00,Do,08,Praterstern,S1
2026-06-18T08:30:00+02:00,Do,08,Praterstern,S1
2026-06-18T09:03:00+02:00,Do,09,Praterstern,CJX9
2026-06-18T11:09:00+02:00,Do,11,Praterstern,S3
2026-06-18T11:32:00+02:00,Do,11,Meidling,S28449
2026-06-18T11:32:00+02:00,Do,11,Meidling,S3
2026-06-18T12:42:00+02:00,Do,12,Meidling,S2
2026-06-18T12:39:00+02:00,Do,12,Praterstern,S3
2026-06-18T13:29:00+02:00,Do,13,Meidling,REX1
2026-06-18T13:03:00+02:00,Do,13,Praterstern,CJX9
2026-06-18T13:09:00+02:00,Do,13,Praterstern,S3
2026-06-18T13:20:00+02:00,Do,13,Praterstern,S1
2026-06-18T13:30:00+02:00,Do,13,Praterstern,REX1
2026-06-18T13:53:00+02:00,Do,13,Meidling,CJX9
2026-06-18T13:45:00+02:00,Do,13,Praterstern,S2
2026-06-18T14:20:00+02:00,Do,14,Meidling,S3
2026-06-18T14:03:00+02:00,Do,14,Praterstern,CJX9
2026-06-18T14:53:00+02:00,Do,14,Meidling,CJX9
2026-06-18T16:20:00+02:00,Do,16,Meidling,S3
2026-06-18T16:47:00+02:00,Do,16,Meidling,S1
2026-06-18T16:39:00+02:00,Do,16,Praterstern,S3
2026-06-18T17:03:00+02:00,Do,17,Praterstern,REX2
2026-06-18T17:42:00+02:00,Do,17,Praterstern,S1
2026-06-19T04:42:00+02:00,Fr,04,Meidling,S2
2026-06-19T05:32:00+02:00,Fr,05,Meidling,S3
2026-06-19T05:45:00+02:00,Fr,05,Praterstern,S2
2026-06-19T07:17:00+02:00,Fr,07,Meidling,S1
2026-06-19T07:30:00+02:00,Fr,07,Praterstern,S1
2026-06-19T07:59:00+02:00,Fr,07,Meidling,REX1
2026-06-19T07:42:00+02:00,Fr,07,Praterstern,S1
2026-06-19T08:20:00+02:00,Fr,08,Meidling,S3
2026-06-19T08:09:00+02:00,Fr,08,Praterstern,S3
2026-06-19T08:30:00+02:00,Fr,08,Praterstern,S1
